firm_id,scenario,firm_size,route_complexity_z,market_pressure_z,digital_maturity_z,trust_barrier_z,idle_capacity_risk_z,asset_pool_likert,shared_crossdock_likert,freight_sharing_likert,chartering_likert,asset_sharing_index,contract_sharing_index,horizontal_info_sharing,horizontal_joint_planning,horizontal_goal_alignment,horizontal_collaboration_index,empty_backhaul_rate,vehicle_utilization_rate,matching_success_rate,collaboration_events_per_month,service_level_on_time_rate,emissions_intensity_index,ai_coordination_score
252,ai_enabled_coordination,small,-1.669,-0.974,-0.658,-1.425,1.754,2,2,5,2,2.0,3.5,5.0,5.0,2.74,5.0,0.076,0.925,0.919,13,0.873,0.906,1.09
253,ai_enabled_coordination,medium,0.399,0.476,0.454,-1.345,1.231,4,3,4,4,3.5,4.0,5.0,4.69,3.43,5.0,0.084,0.99,0.949,14,0.917,0.82,0.89
254,ai_enabled_coordination,small,0.647,0.505,-0.982,-2.0,1.038,1,1,5,1,1.0,3.0,5.0,5.0,3.25,5.0,0.055,0.956,0.991,9,0.86,0.742,0.75
255,ai_enabled_coordination,small,-0.483,1.06,0.059,-0.899,1.216,2,4,2,3,3.0,2.5,3.57,4.57,3.19,5.0,0.076,0.885,0.797,11,0.924,0.859,1.24
256,ai_enabled_coordination,small,1.574,2.5,0.447,0.555,2.5,4,2,5,4,3.0,4.5,4.15,5.0,2.13,5.0,0.03,0.99,0.995,11,0.889,0.821,1.14
257,ai_enabled_coordination,medium,-1.226,0.392,-0.343,0.315,2.5,4,2,3,2,3.0,2.5,3.3,3.49,1.99,4.61,0.128,0.889,0.81,10,0.87,0.865,1.23
258,ai_enabled_coordination,small,-1.464,-0.509,0.17,-0.409,-0.187,1,1,2,3,1.0,2.5,3.88,4.13,1.93,3.41,0.09,0.82,0.733,7,0.916,0.902,1.11
259,ai_enabled_coordination,small,0.224,-0.026,-0.963,-0.17,2.124,3,2,3,4,2.5,3.5,5.0,5.0,3.62,5.0,0.076,0.906,0.867,11,0.896,0.865,0.98
260,ai_enabled_coordination,small,1.047,-1.769,-0.207,-0.77,0.883,3,1,5,2,2.0,3.5,5.0,4.65,2.53,5.0,0.102,0.941,0.943,13,0.893,0.888,0.46
261,ai_enabled_coordination,small,1.684,-0.695,0.61,-0.179,0.999,3,2,3,3,2.5,3.0,5.0,4.16,2.51,4.25,0.107,0.867,0.814,11,0.906,0.902,1.14
262,ai_enabled_coordination,large,-0.459,-0.409,0.157,0.484,-1.192,3,2,2,2,2.5,2.0,3.5,2.78,1.83,2.62,0.113,0.782,0.79,7,0.842,0.842,1.24
263,ai_enabled_coordination,small,1.079,-0.524,-0.587,-1.604,0.33,4,2,2,2,3.0,2.0,5.0,5.0,3.0,5.0,0.167,0.827,0.86,10,0.863,0.861,0.2
264,ai_enabled_coordination,small,-0.039,0.152,0.224,0.041,-0.313,2,1,3,1,1.5,2.0,4.25,5.0,3.21,2.66,0.1,0.827,0.739,9,0.906,0.881,0.76
265,ai_enabled_coordination,medium,-0.173,-0.822,0.715,0.439,1.328,2,2,4,3,2.0,3.5,3.37,3.96,3.22,3.31,0.086,0.888,0.778,7,0.876,0.845,1.14
266,ai_enabled_coordination,small,0.884,1.121,-2.05,-0.524,1.571,2,2,5,1,2.0,3.0,4.35,5.0,1.85,4.92,0.076,0.88,0.888,9,0.835,0.856,0.46
267,ai_enabled_coordination,small,0.652,0.0,1.159,0.075,-1.574,3,2,2,2,2.5,2.0,5.0,4.91,2.1,4.63,0.125,0.871,0.705,11,0.888,0.894,1.25
268,ai_enabled_coordination,small,-1.576,-0.009,-0.336,1.75,0.478,3,2,1,2,2.5,1.5,3.6,2.71,1.82,1.71,0.13,0.825,0.524,4,0.857,0.873,0.62
269,ai_enabled_coordination,small,1.477,-0.328,0.425,-0.393,1.622,1,2,2,2,1.5,2.0,4.86,4.38,2.46,3.69,0.142,0.82,0.841,8,0.894,0.92,1.42
270,ai_enabled_coordination,small,1.38,0.155,1.197,-0.215,0.313,1,1,2,3,1.0,2.5,4.75,5.0,1.76,3.67,0.062,0.865,0.736,11,0.876,0.888,0.99
271,ai_enabled_coordination,medium,-0.626,0.825,-1.372,-0.814,1.229,4,3,3,3,3.5,3.0,3.75,5.0,3.31,5.0,0.094,0.911,0.889,8,0.882,0.8,0.2
272,ai_enabled_coordination,medium,0.396,-0.867,-0.709,0.013,0.851,3,2,1,2,2.5,1.5,4.71,3.62,2.16,4.73,0.093,0.901,0.785,7,0.894,0.857,0.71
273,ai_enabled_coordination,medium,0.494,-0.658,-0.289,0.264,0.842,3,3,3,3,3.0,3.0,3.72,4.19,2.78,4.58,0.07,0.843,0.71,11,0.915,0.854,0.55
274,ai_enabled_coordination,medium,0.261,-0.304,-0.784,0.025,0.229,3,2,3,2,2.5,2.5,3.63,3.84,1.54,4.86,0.081,0.837,0.717,7,0.892,0.881,0.36
275,ai_enabled_coordination,small,-0.55,-1.346,1.735,-1.675,-0.717,2,3,2,2,2.5,2.0,4.87,5.0,2.23,4.83,0.112,0.903,0.913,12,0.911,0.847,1.87
276,ai_enabled_coordination,small,-0.672,-0.819,-0.857,0.036,-0.622,4,1,3,1,2.5,2.0,4.37,3.57,2.18,3.74,0.173,0.805,0.792,11,0.9,0.924,0.92
277,ai_enabled_coordination,medium,-0.026,-0.476,-0.556,1.166,1.209,3,1,3,3,2.0,3.0,2.91,2.46,1.1,2.85,0.176,0.826,0.663,9,0.887,0.891,1.11
278,ai_enabled_coordination,small,1.173,0.874,0.204,0.182,0.519,3,1,2,3,2.0,2.5,3.12,3.64,3.46,3.07,0.093,0.757,0.788,7,0.88,0.867,1.41
279,ai_enabled_coordination,small,0.544,0.263,-1.202,0.716,0.361,4,3,3,2,3.5,2.5,4.71,3.75,2.61,3.44,0.153,0.967,0.715,10,0.919,0.942,0.89
280,ai_enabled_coordination,medium,-0.371,0.194,-0.396,-0.363,0.076,2,3,1,4,2.5,2.5,3.57,4.8,2.5,3.82,0.085,0.895,0.712,8,0.885,0.86,0.3
281,ai_enabled_coordination,medium,0.772,0.851,0.317,0.414,0.195,3,3,3,4,3.0,3.5,4.63,2.99,1.81,4.73,0.118,0.964,0.761,9,0.896,0.843,1.36
282,ai_enabled_coordination,small,-2.5,-0.137,-0.333,0.101,1.547,3,3,3,2,3.0,2.5,4.74,4.01,1.58,5.0,0.03,0.99,0.915,13,0.904,0.777,0.71
283,ai_enabled_coordination,small,1.149,0.39,-0.093,-1.006,0.165,2,1,1,3,1.5,2.0,5.0,2.79,1.85,4.58,0.12,0.862,0.957,10,0.893,0.853,0.74
284,ai_enabled_coordination,small,-1.74,-0.103,-0.529,0.137,-0.841,4,2,3,2,3.0,2.5,5.0,5.0,2.16,5.0,0.037,0.959,0.682,9,0.931,0.799,0.96
285,ai_enabled_coordination,small,-0.362,0.265,-1.514,-1.043,1.244,2,3,4,3,2.5,3.5,3.56,5.0,2.57,4.6,0.07,0.924,0.879,9,0.901,0.918,0.2
286,ai_enabled_coordination,small,-1.12,-0.583,0.322,-0.832,0.295,3,2,3,1,2.5,2.0,4.27,4.13,2.13,4.89,0.116,0.924,0.804,11,0.895,0.872,0.6
287,ai_enabled_coordination,small,-1.295,-2.439,1.755,-0.594,0.531,4,2,4,3,3.0,3.5,5.0,4.47,3.22,5.0,0.057,0.99,0.891,11,0.919,0.795,1.89
288,ai_enabled_coordination,small,1.161,-0.134,0.018,0.111,2.108,3,1,5,3,2.0,4.0,5.0,5.0,2.26,5.0,0.03,0.986,0.894,11,0.915,0.847,1.15
289,ai_enabled_coordination,small,-0.468,1.423,0.225,-1.299,0.479,4,4,4,3,4.0,3.5,5.0,5.0,2.61,5.0,0.03,0.99,0.82,11,0.903,0.812,1.13
290,ai_enabled_coordination,small,0.347,0.926,0.693,0.556,0.789,3,1,3,3,2.0,3.0,4.27,3.61,2.77,2.64,0.117,0.849,0.753,6,0.883,0.862,1.01
291,ai_enabled_coordination,small,-0.047,0.965,-1.269,0.365,-0.679,2,2,4,2,2.0,3.0,4.17,3.51,2.28,3.55,0.093,0.819,0.792,9,0.925,0.861,0.72
292,ai_enabled_coordination,small,0.477,1.236,1.703,-1.38,0.28,3,1,4,3,2.0,3.5,4.36,3.38,3.16,4.85,0.1,0.884,0.708,10,0.886,0.837,1.89
293,ai_enabled_coordination,medium,0.077,0.089,0.202,-1.605,1.11,4,2,2,1,3.0,1.5,5.0,4.42,3.02,5.0,0.097,0.955,0.858,14,0.891,0.882,1.21
294,ai_enabled_coordination,small,-1.283,0.197,1.632,-0.852,-1.055,4,3,2,2,3.5,2.0,5.0,4.76,1.72,4.83,0.067,0.99,0.85,10,0.872,0.817,1.3
295,ai_enabled_coordination,small,0.996,-0.618,-0.733,-0.551,0.701,5,3,1,4,4.0,2.5,5.0,5.0,2.15,5.0,0.131,0.968,0.882,10,0.88,0.826,0.58
296,ai_enabled_coordination,small,-0.494,-0.316,1.818,-0.684,0.601,3,4,3,4,3.5,3.5,5.0,4.76,2.9,4.59,0.052,0.945,0.918,12,0.931,0.803,1.98
297,ai_enabled_coordination,medium,-1.557,0.616,0.775,-0.748,0.541,2,3,2,2,2.5,2.0,4.41,3.64,2.13,3.81,0.075,0.824,0.89,11,0.874,0.908,1.81
298,ai_enabled_coordination,small,-0.428,1.204,0.553,-2.0,1.537,3,5,5,1,4.0,3.0,5.0,5.0,3.59,5.0,0.051,0.99,0.937,13,0.914,0.855,1.12
299,ai_enabled_coordination,small,1.501,-0.139,0.234,-0.581,0.834,2,3,3,2,2.5,2.5,5.0,3.1,3.81,4.86,0.112,0.78,0.835,9,0.887,0.854,1.02
300,ai_enabled_coordination,small,0.85,-0.45,-0.249,-0.425,1.978,4,1,5,2,2.5,3.5,4.67,5.0,3.68,5.0,0.108,0.908,0.834,13,0.889,0.804,0.85
301,ai_enabled_coordination,small,-0.349,0.001,1.201,0.0,-0.494,4,2,2,2,3.0,2.0,5.0,4.27,2.9,4.68,0.084,0.874,0.783,14,0.903,0.817,1.56
302,ai_enabled_coordination,small,-0.349,0.601,0.14,-0.828,0.636,3,4,5,3,3.5,4.0,4.97,5.0,3.02,5.0,0.101,0.99,0.914,11,0.877,0.823,0.88
303,ai_enabled_coordination,small,-0.322,-1.444,-1.967,1.361,0.584,3,2,1,1,2.5,1.0,2.42,3.19,1.46,1.31,0.167,0.79,0.663,5,0.858,0.906,0.2
304,ai_enabled_coordination,small,2.077,-2.296,-1.117,-1.87,-0.569,2,1,4,3,1.5,3.5,5.0,5.0,3.48,4.98,0.106,0.871,0.967,12,0.899,0.851,0.91
305,ai_enabled_coordination,small,0.382,-0.551,-0.186,1.03,1.456,3,1,2,4,2.0,3.0,4.17,4.27,1.39,3.98,0.103,0.752,0.701,7,0.893,0.836,1.46
306,ai_enabled_coordination,large,0.43,-1.221,0.31,-0.46,2.5,3,1,4,3,2.0,3.5,5.0,4.8,3.71,4.96,0.077,0.86,0.985,10,0.878,0.886,1.14
307,ai_enabled_coordination,small,1.03,-0.508,-0.057,0.624,0.483,2,1,2,4,1.5,3.0,3.08,4.23,2.29,4.03,0.171,0.739,0.741,8,0.91,0.921,0.66
308,ai_enabled_coordination,small,0.239,-0.148,1.219,-0.505,1.005,1,1,3,3,1.0,3.0,4.54,3.95,2.86,3.32,0.072,0.875,0.77,6,0.888,0.848,1.45
309,ai_enabled_coordination,medium,-0.259,-0.453,-1.951,0.876,0.585,3,2,3,2,2.5,2.5,3.38,1.42,2.86,2.0,0.107,0.786,0.547,7,0.869,0.851,0.26
310,ai_enabled_coordination,small,-0.196,1.452,0.144,-0.549,-0.214,1,2,2,3,1.5,2.5,5.0,5.0,1.15,5.0,0.066,0.839,0.765,7,0.893,0.787,1.36
311,ai_enabled_coordination,small,-0.072,0.327,-1.818,-1.139,-1.321,2,1,1,1,1.5,1.0,3.92,5.0,2.73,4.59,0.132,0.831,0.811,5,0.912,0.815,0.29
312,ai_enabled_coordination,small,-0.037,0.3,0.76,0.863,-0.206,2,3,4,2,2.5,3.0,3.42,4.02,1.72,3.42,0.072,0.894,0.768,9,0.879,0.863,1.07
313,ai_enabled_coordination,small,0.728,0.622,-0.094,-0.252,-0.892,2,1,4,1,1.5,2.5,2.76,4.17,2.44,3.69,0.091,0.893,0.687,6,0.867,0.88,0.57
314,ai_enabled_coordination,large,0.052,-1.139,0.42,-0.097,2.204,3,4,3,3,3.5,3.0,4.34,4.62,2.76,4.06,0.1,0.93,0.995,10,0.894,0.758,1.63
315,ai_enabled_coordination,medium,0.733,1.039,-0.864,0.961,0.385,3,3,1,3,3.0,2.0,3.63,3.93,2.8,4.26,0.084,0.91,0.871,9,0.894,0.908,0.93
316,ai_enabled_coordination,small,-0.081,-0.076,1.279,-1.527,0.154,4,2,5,3,3.0,4.0,5.0,5.0,3.23,5.0,0.03,0.99,0.995,10,0.937,0.752,1.83
317,ai_enabled_coordination,small,0.079,0.67,1.042,0.021,1.389,1,5,5,2,3.0,3.5,5.0,3.55,3.94,5.0,0.077,0.901,0.885,12,0.905,0.869,1.13
318,ai_enabled_coordination,small,-1.998,-1.072,0.584,-0.885,-0.622,3,2,4,3,2.5,3.5,5.0,5.0,2.42,4.47,0.084,0.957,0.995,13,0.893,0.802,1.78
319,ai_enabled_coordination,small,0.916,-1.554,-0.13,-0.269,-0.267,2,2,3,3,2.0,3.0,3.85,4.33,1.85,4.19,0.116,0.876,0.693,8,0.869,0.891,0.43
320,ai_enabled_coordination,small,0.346,0.818,0.58,-0.288,0.568,4,1,3,1,2.5,2.0,3.85,3.51,2.33,3.26,0.133,0.792,0.796,10,0.914,0.884,1.44
321,ai_enabled_coordination,small,0.998,0.376,-0.707,-1.5,1.529,2,1,2,2,1.5,2.0,5.0,4.84,1.53,5.0,0.063,0.915,0.795,12,0.863,0.876,0.2
322,ai_enabled_coordination,small,-2.5,-0.902,0.856,-1.15,1.002,3,2,2,2,2.5,2.0,5.0,4.19,2.48,4.27,0.058,0.913,0.921,13,0.877,0.834,1.11
323,ai_enabled_coordination,small,2.088,-0.87,1.649,0.489,0.748,1,3,3,3,2.0,3.0,2.63,3.48,1.87,1.75,0.178,0.818,0.838,6,0.91,0.887,2.0
324,ai_enabled_coordination,small,-0.14,1.125,1.071,0.273,0.578,3,1,3,4,2.0,3.5,4.31,4.61,3.27,2.97,0.075,0.83,0.714,11,0.879,0.906,1.68
325,ai_enabled_coordination,large,1.108,-1.189,-0.73,-0.206,0.9,2,2,1,2,2.0,1.5,2.42,4.44,2.61,3.14,0.153,0.83,0.724,8,0.905,0.844,0.74
326,ai_enabled_coordination,small,-1.04,1.643,0.361,-0.058,0.702,4,1,1,2,2.5,1.5,3.6,2.91,1.18,2.28,0.187,0.922,0.884,5,0.899,0.887,0.99
327,ai_enabled_coordination,small,0.613,-0.901,-1.293,-0.415,-0.53,5,2,3,2,3.5,2.5,4.46,4.66,2.43,4.26,0.142,0.899,0.838,10,0.872,0.815,0.51
328,ai_enabled_coordination,small,-1.053,0.638,0.572,0.871,0.546,1,1,3,3,1.0,3.0,3.33,3.73,3.0,3.18,0.108,0.879,0.748,10,0.881,0.878,1.38
329,ai_enabled_coordination,small,-0.624,-0.329,0.451,-0.488,-0.574,3,1,4,4,2.0,4.0,5.0,4.46,2.83,4.8,0.128,0.99,0.86,12,0.878,0.888,1.56
330,ai_enabled_coordination,small,1.914,0.603,-1.87,0.059,0.581,2,2,4,3,2.0,3.5,5.0,3.54,1.8,3.39,0.06,0.782,0.794,4,0.859,0.828,0.2
331,ai_enabled_coordination,small,-0.191,-0.544,-1.162,0.881,0.019,3,2,2,4,2.5,3.0,3.28,2.94,2.23,3.29,0.081,0.909,0.674,6,0.892,0.851,0.2
332,ai_enabled_coordination,medium,0.217,-0.163,-0.283,-0.85,2.5,1,3,3,4,2.0,3.5,5.0,4.7,3.0,5.0,0.098,0.912,0.938,7,0.881,0.86,1.03
333,ai_enabled_coordination,small,0.87,0.041,-0.301,1.253,0.46,3,2,2,3,2.5,2.5,3.17,3.67,1.51,2.7,0.126,0.809,0.714,7,0.889,0.88,0.74
334,ai_enabled_coordination,small,0.496,-1.002,-1.209,-1.527,-0.904,1,1,1,1,1.0,1.0,4.06,4.38,3.4,4.53,0.158,0.786,0.754,6,0.92,0.868,0.2
335,ai_enabled_coordination,small,0.15,0.741,0.389,1.181,0.366,2,2,2,3,2.0,2.5,3.71,3.2,1.56,3.81,0.03,0.871,0.79,7,0.93,0.789,1.24
336,ai_enabled_coordination,small,0.365,-0.513,0.251,-0.573,1.019,1,1,3,4,1.0,3.5,4.59,4.79,2.37,3.91,0.124,0.857,0.932,8,0.908,0.846,1.04
337,ai_enabled_coordination,medium,2.403,-0.229,-0.194,-0.368,2.173,4,3,3,5,3.5,4.0,5.0,5.0,3.29,5.0,0.113,0.949,0.952,12,0.859,0.787,1.11
338,ai_enabled_coordination,small,-0.058,-0.994,-0.756,-1.851,-0.089,3,1,3,2,2.0,2.5,5.0,4.27,3.42,4.93,0.145,0.841,0.818,12,0.889,0.882,0.43
339,ai_enabled_coordination,small,0.201,-2.5,1.049,-0.926,-1.082,3,1,1,2,2.0,1.5,4.46,4.35,1.43,3.58,0.126,0.78,0.741,10,0.935,0.819,1.57
340,ai_enabled_coordination,small,1.051,-0.191,1.655,-1.665,1.317,3,3,4,4,3.0,4.0,5.0,5.0,2.41,5.0,0.044,0.99,0.921,15,0.854,0.808,1.27
341,ai_enabled_coordination,small,1.106,2.413,-0.484,-0.697,-0.881,3,2,3,1,2.5,2.0,5.0,4.53,3.21,5.0,0.03,0.848,0.962,11,0.897,0.877,0.56
342,ai_enabled_coordination,small,1.187,0.785,-0.612,-0.274,0.064,2,2,1,1,2.0,1.0,3.76,4.59,2.29,2.42,0.172,0.785,0.665,7,0.885,0.908,0.68
343,ai_enabled_coordination,small,0.639,-0.019,0.491,0.54,0.242,1,2,3,2,1.5,2.5,4.77,4.79,2.26,3.08,0.163,0.864,0.824,8,0.869,0.844,1.72
344,ai_enabled_coordination,small,-1.143,-0.263,-0.358,0.037,0.43,2,1,2,3,1.5,2.5,2.99,4.98,2.14,3.5,0.082,0.943,0.73,10,0.898,0.82,1.09
345,ai_enabled_coordination,small,1.633,0.022,-0.139,0.127,1.189,4,3,3,4,3.5,3.5,5.0,5.0,2.89,5.0,0.15,0.962,0.92,9,0.927,0.828,1.27
346,ai_enabled_coordination,small,-1.146,0.547,0.74,-1.395,-0.184,3,2,3,3,2.5,3.0,5.0,5.0,1.83,4.05,0.061,0.928,0.96,10,0.927,0.805,1.72
347,ai_enabled_coordination,small,0.303,-1.181,-1.909,-0.943,0.226,4,1,4,2,2.5,3.0,5.0,3.95,3.4,5.0,0.081,0.961,0.995,14,0.897,0.818,1.32
348,ai_enabled_coordination,small,-0.754,1.114,1.318,1.007,0.486,3,3,1,1,3.0,1.0,2.31,2.4,2.02,2.15,0.086,0.833,0.698,8,0.877,0.824,1.54
349,ai_enabled_coordination,small,-0.064,0.715,0.073,-0.837,0.65,1,2,3,3,1.5,3.0,4.91,3.36,3.42,3.5,0.126,0.857,0.995,9,0.904,0.85,1.46
350,ai_enabled_coordination,small,0.329,0.718,-0.411,1.341,0.598,1,2,3,3,1.5,3.0,2.96,4.05,1.51,2.65,0.042,0.782,0.795,6,0.914,0.848,1.14
351,ai_enabled_coordination,small,0.321,0.438,-0.089,-0.369,0.936,2,2,4,4,2.0,4.0,5.0,3.39,4.03,4.38,0.136,0.863,0.936,9,0.885,0.824,1.26
352,ai_enabled_coordination,medium,0.422,0.02,-0.038,-0.148,1.344,3,2,4,5,2.5,4.5,4.59,4.95,3.04,5.0,0.051,0.941,0.861,15,0.9,0.761,1.62
353,ai_enabled_coordination,small,1.614,0.673,-1.731,0.813,0.893,4,2,3,2,3.0,2.5,2.94,3.85,1.53,3.99,0.181,0.871,0.67,9,0.928,0.876,0.2
354,ai_enabled_coordination,small,0.454,0.592,1.495,0.471,0.954,3,2,5,3,2.5,4.0,4.09,5.0,1.76,4.22,0.048,0.959,0.691,10,0.923,0.789,1.45
355,ai_enabled_coordination,small,-0.244,-0.354,0.041,-0.264,-1.082,2,2,2,2,2.0,2.0,3.79,4.09,1.67,2.74,0.138,0.827,0.621,9,0.914,0.864,1.11
356,ai_enabled_coordination,small,0.964,-0.574,0.443,-0.654,0.55,2,2,3,3,2.0,3.0,4.94,3.19,3.0,4.18,0.147,0.949,0.802,10,0.869,0.812,1.12
357,ai_enabled_coordination,small,1.189,0.102,0.952,-0.533,0.98,4,2,3,3,3.0,3.0,4.61,3.92,2.71,3.78,0.117,0.833,0.82,13,0.885,0.833,1.48
358,ai_enabled_coordination,small,-1.228,1.549,-1.021,0.154,1.229,1,2,3,4,1.5,3.5,3.02,3.56,2.16,2.91,0.076,0.964,0.78,8,0.9,0.831,1.06
359,ai_enabled_coordination,medium,0.597,-1.239,0.473,0.486,-0.192,3,1,2,2,2.0,2.0,4.76,3.09,1.0,2.65,0.073,0.788,0.693,9,0.882,0.876,1.15
360,ai_enabled_coordination,small,0.701,-1.468,-0.268,-0.146,-0.159,3,3,3,3,3.0,3.0,3.92,4.26,3.2,4.34,0.081,0.984,0.812,10,0.901,0.922,0.8
361,ai_enabled_coordination,small,-0.298,0.165,0.847,0.111,-0.074,2,1,3,2,1.5,2.5,3.54,2.33,1.0,2.96,0.16,0.853,0.646,8,0.923,0.905,1.39
362,ai_enabled_coordination,small,1.376,0.051,-2.127,1.325,1.036,2,1,2,3,1.5,2.5,3.57,4.71,1.0,2.83,0.16,0.724,0.627,9,0.885,0.884,0.2
363,ai_enabled_coordination,small,-0.15,0.173,-0.099,0.193,1.534,2,1,1,3,1.5,2.0,4.07,3.02,2.83,2.79,0.177,0.755,0.667,6,0.907,0.891,0.39
364,ai_enabled_coordination,small,0.126,0.244,-0.603,0.13,0.093,3,2,3,2,2.5,2.5,3.0,5.0,3.52,3.7,0.121,0.831,0.698,10,0.876,0.971,0.58
365,ai_enabled_coordination,medium,-0.173,-0.223,0.432,-1.668,1.408,4,2,5,3,3.0,4.0,5.0,5.0,3.2,5.0,0.03,0.952,0.995,13,0.975,0.813,1.48
366,ai_enabled_coordination,small,0.016,1.49,0.47,-2.0,0.623,2,2,3,2,2.0,2.5,5.0,5.0,3.76,5.0,0.042,0.871,0.96,13,0.898,0.803,1.62
367,ai_enabled_coordination,large,-1.096,-1.601,-0.708,0.2,0.376,2,3,3,1,2.5,2.0,3.54,3.6,2.23,3.69,0.076,0.842,0.841,8,0.895,0.866,0.57
368,ai_enabled_coordination,medium,-1.44,-0.828,-0.712,-0.235,0.289,2,1,5,1,1.5,3.0,4.0,4.06,2.71,4.95,0.155,0.962,0.864,9,0.919,0.859,0.47
369,ai_enabled_coordination,small,1.595,-0.103,-0.111,-0.613,1.247,2,3,3,3,2.5,3.0,3.97,3.51,2.43,3.61,0.146,0.896,0.871,10,0.908,0.797,0.96
370,ai_enabled_coordination,small,-0.847,-1.643,-0.897,0.069,0.826,2,1,3,2,1.5,2.5,3.56,4.44,1.33,3.32,0.115,0.89,0.638,10,0.9,0.904,0.2
371,ai_enabled_coordination,small,-0.991,-0.176,0.842,-0.499,2.5,4,1,3,4,2.5,3.5,5.0,4.93,1.43,5.0,0.03,0.99,0.935,11,0.893,0.813,1.2
372,ai_enabled_coordination,small,-2.153,1.661,-0.369,0.865,-0.352,2,2,1,2,2.0,1.5,2.36,2.6,1.97,2.41,0.148,0.838,0.668,8,0.896,0.859,0.33
373,ai_enabled_coordination,small,-0.639,0.021,-2.5,-0.073,1.018,1,1,2,4,1.0,3.0,3.91,3.42,2.84,3.31,0.149,0.784,0.755,7,0.868,0.854,0.41
374,ai_enabled_coordination,small,-1.323,0.231,-0.375,-0.822,-0.029,1,3,3,3,2.0,3.0,3.6,2.56,1.69,3.99,0.107,0.934,0.818,11,0.91,0.924,0.62
375,ai_enabled_coordination,small,1.642,-1.26,-1.039,0.741,-0.369,3,2,3,1,2.5,2.0,3.26,3.31,2.61,2.09,0.156,0.748,0.781,6,0.874,0.911,1.08
376,ai_enabled_coordination,small,1.01,-0.616,-1.631,-0.345,0.489,3,1,2,3,2.0,2.5,5.0,5.0,1.41,4.03,0.13,0.889,0.815,10,0.846,0.923,0.68
377,ai_enabled_coordination,medium,-0.688,-0.375,-1.237,0.324,0.637,2,1,3,3,1.5,3.0,2.55,3.31,2.02,3.13,0.146,0.882,0.739,6,0.869,0.833,0.41
378,ai_enabled_coordination,small,2.252,-0.318,0.109,-0.618,2.5,2,2,3,4,2.0,3.5,4.29,4.6,2.79,5.0,0.158,0.938,0.871,9,0.923,0.85,0.72
379,ai_enabled_coordination,medium,0.982,1.282,1.329,-1.2,0.316,3,2,4,3,2.5,3.5,5.0,5.0,2.57,5.0,0.121,0.878,0.99,12,0.911,0.789,1.57
380,ai_enabled_coordination,small,-0.325,0.558,0.313,-0.184,-0.63,1,1,2,3,1.0,2.5,4.4,5.0,2.19,5.0,0.104,0.869,0.776,8,0.884,0.855,1.09
381,ai_enabled_coordination,small,-2.499,-1.111,-0.607,-0.138,0.773,2,3,3,2,2.5,2.5,2.38,4.79,1.98,3.47,0.112,0.87,0.757,11,0.912,0.833,0.86
382,ai_enabled_coordination,small,2.291,0.247,0.456,0.122,-1.575,2,2,2,1,2.0,1.5,3.14,2.8,2.35,3.2,0.159,0.786,0.729,10,0.879,0.885,0.95
383,ai_enabled_coordination,small,-1.39,0.498,-0.459,-0.392,0.408,2,3,5,3,2.5,4.0,5.0,3.25,2.38,4.99,0.065,0.79,0.712,10,0.845,0.891,1.04
384,ai_enabled_coordination,medium,-1.645,1.14,-0.695,-1.803,0.516,1,1,4,4,1.0,4.0,5.0,5.0,3.28,5.0,0.095,0.99,0.991,12,0.855,0.797,0.9
385,ai_enabled_coordination,small,1.023,1.581,-1.154,-0.539,1.295,3,1,2,3,2.0,2.5,2.7,5.0,3.35,3.97,0.127,0.907,0.758,9,0.863,0.806,0.44
386,ai_enabled_coordination,medium,2.44,-1.015,-1.752,0.564,1.474,1,2,5,2,1.5,3.5,4.62,4.29,2.83,3.35,0.159,0.784,0.634,7,0.897,0.947,0.2
387,ai_enabled_coordination,small,1.384,-0.811,-0.39,-0.418,-0.004,4,3,5,1,3.5,3.0,5.0,4.07,2.02,5.0,0.082,0.921,0.92,9,0.888,0.838,0.79
388,ai_enabled_coordination,small,0.564,-1.258,0.158,-0.427,0.349,3,2,3,2,2.5,2.5,4.8,4.77,2.18,2.73,0.148,0.851,0.763,6,0.893,0.83,0.82
389,ai_enabled_coordination,medium,0.595,-0.234,-0.097,0.738,-0.266,3,2,2,3,2.5,2.5,3.11,3.7,1.93,3.34,0.125,0.855,0.857,10,0.916,0.87,1.08
390,ai_enabled_coordination,medium,0.853,0.466,-0.416,-0.791,-0.628,2,2,3,2,2.0,2.5,4.48,4.36,2.68,5.0,0.156,0.847,0.862,11,0.847,0.867,0.96
391,ai_enabled_coordination,large,0.759,0.987,-0.946,-1.539,0.81,2,1,4,1,1.5,2.5,5.0,5.0,4.41,5.0,0.084,0.831,0.818,9,0.9,0.851,0.9
392,ai_enabled_coordination,small,0.281,-0.076,0.608,-0.507,-0.774,3,1,4,3,2.0,3.5,5.0,5.0,2.72,5.0,0.132,0.99,0.916,12,0.909,0.849,1.77
393,ai_enabled_coordination,small,0.104,-0.32,-1.317,-0.586,0.085,2,1,3,2,1.5,2.5,4.71,3.51,1.66,3.6,0.184,0.786,0.79,4,0.857,0.889,0.43
394,ai_enabled_coordination,medium,-0.063,0.152,0.776,-1.291,-0.495,2,2,1,2,2.0,1.5,5.0,4.37,2.36,3.71,0.17,0.869,0.783,8,0.917,0.883,1.71
395,ai_enabled_coordination,small,-0.754,-0.835,-1.002,-0.308,1.05,2,2,3,4,2.0,3.5,4.12,5.0,1.41,4.71,0.056,0.99,0.863,6,0.9,0.778,0.67
